latitude,longitude,GEOID,County,State_Abbrev,Geo_ID,closest_plant,distance,plant_capacity
32.6384656558,-87.2944007854,1105,Perry County,AL,0500000US01105,Browns Ferry Nuclear Plant,143.0,3567.5
33.2808768859,-88.0886925942,1107,Pickens County,AL,0500000US01107,Browns Ferry Nuclear Plant,113.0,3567.5
31.8027084904,-85.9409081483,1109,Pike County,AL,0500000US01109,Joseph M. Farley Nuclear Plant,63.0,1776.4
33.2937873448,-85.4590701568,1111,Randolph County,AL,0500000US01111,Sequoyah Nuclear Plant,135.0,2441.0
32.2883800156,-85.1849624464,1113,Russell County,AL,0500000US01113,Joseph M. Farley Nuclear Plant,74.0,1776.4
33.7157303222,-86.3145956812,1115,St. Clair County,AL,0500000US01115,Browns Ferry Nuclear Plant,82.0,3567.5
33.2642770248,-86.6606484037,1117,Shelby County,AL,0500000US01117,Browns Ferry Nuclear Plant,103.0,3567.5
32.5910175308,-88.1987896089,1119,Sumter County,AL,0500000US01119,Browns Ferry Nuclear Plant,159.0,3567.5
33.3800616097,-86.1659036872,1121,Talladega County,AL,0500000US01121,Browns Ferry Nuclear Plant,107.0,3567.5
32.8624049426,-85.7975022448,1123,Tallapoosa County,AL,0500000US01123,Joseph M. Farley Nuclear Plant,120.0,1776.4
33.2895498464,-87.525029952,1125,Tuscaloosa County,AL,0500000US01125,Browns Ferry Nuclear Plant,100.0,3567.5
33.8033347429,-87.2973573971,1127,Walker County,AL,0500000US01127,Browns Ferry Nuclear Plant,63.0,3567.5
31.4076037932,-88.2078768076,1129,Washington County,AL,0500000US01129,Waterford Steam Electric Station,166.0,1199.8
31.9892401922,-87.3082017869,1131,Wilcox County,AL,0500000US01131,Joseph M. Farley Nuclear Plant,140.0,1776.4
34.1492251125,-87.3736834128,1133,Winston County,AL,0500000US01133,Browns Ferry Nuclear Plant,41.0,3567.5
55.2245210175,-161.947228747,2013,Aleutians East Borough,AK,0500000US02013,Columbia Generating Station,1920.0,1200.0
52.680220089,-92.4880742871,2016,Aleutians West Census Area,AK,0500000US02016,Monticello Nuclear Generating Plant,511.0,685.0
61.1482627033,-149.188568553,2020,Anchorage Municipality,AK,0500000US02020,Columbia Generating Station,1561.0,1200.0
60.8490903436,-160.195267975,2050,Bethel Census Area,AK,0500000US02050,Columbia Generating Station,1901.0,1200.0
58.7332560682,-156.981015248,2060,Bristol Bay Borough,AK,0500000US02060,Columbia Generating Station,1760.0,1200.0
63.6716419513,-150.011714676,2068,Denali Borough,AK,0500000US02068,Columbia Generating Station,1668.0,1200.0
59.7139951133,-158.348270189,2070,Dillingham Census Area,AK,0500000US02070,Columbia Generating Station,1822.0,1200.0
64.8077661564,-146.565422856,2090,Fairbanks North Star Borough,AK,0500000US02090,Columbia Generating Station,1627.0,1200.0
59.0758951471,-135.470092205,2100,Haines Borough,AK,0500000US02100,Columbia Generating Station,1095.0,1200.0
58.2091446546,-135.559082719,2105,Hoonah-Angoon Census Area,AK,0500000US02105,Columbia Generating Station,1056.0,1200.0
58.4439351761,-134.230339191,2110,Juneau City and Borough,AK,0500000US02110,Columbia Generating Station,1033.0,1200.0
60.1194076421,-151.698058085,2122,Kenai Peninsula Borough,AK,0500000US02122,Columbia Generating Station,1610.0,1200.0
55.4885148595,-131.030510343,2130,Ketchikan Gateway Borough,AK,0500000US02130,Columbia Generating Station,802.0,1200.0
57.6602871351,-153.749160002,2150,Kodiak Island Borough,AK,0500000US02150,Columbia Generating Station,1629.0,1200.0
62.160012711,-163.525464784,2158,Kusilvak Census Area,AK,0500000US02158,Columbia Generating Station,2027.0,1200.0
58.2787538674,-156.544796848,2164,Lake and Peninsula Borough,AK,0500000US02164,Columbia Generating Station,1738.0,1200.0
62.3046703274,-149.580200458,2170,Matanuska-Susitna Borough,AK,0500000US02170,Columbia Generating Station,1610.0,1200.0
64.8354505226,-164.244322616,2180,Nome Census Area,AK,0500000US02180,Columbia Generating Station,2092.0,1200.0
69.3634118461,-153.510605515,2185,North Slope Borough,AK,0500000US02185,Columbia Generating Station,1965.0,1200.0
67.0081724432,-160.006978537,2188,Northwest Arctic Borough,AK,0500000US02188,Columbia Generating Station,2029.0,1200.0
57.1140130761,-133.002459292,2195,Petersburg Borough,AK,0500000US02195,Columbia Generating Station,936.0,1200.0
55.7271705274,-133.193025891,2198,Prince of Wales-Hyder Census Area,AK,0500000US02198,Columbia Generating Station,875.0,1200.0
57.1797757863,-135.304965119,2220,Sitka City and Borough,AK,0500000US02220,Columbia Generating Station,1001.0,1200.0
59.5599920529,-135.336672633,2230,Skagway Municipality,AK,0500000US02230,Columbia Generating Station,1116.0,1200.0
63.8762960012,-143.211992263,2240,Southeast Fairbanks Census Area,AK,0500000US02240,Columbia Generating Station,1509.0,1200.0
61.4170040809,-144.760229318,2261,Valdez-Cordova Census Area,AK,0500000US02261,Columbia Generating Station,1444.0,1200.0
56.2936264549,-132.12922494,2275,Wrangell City and Borough,AK,0500000US02275,Columbia Generating Station,872.0,1200.0
59.8632076093,-140.381018617,2282,Yakutat City and Borough,AK,0500000US02282,Columbia Generating Station,1260.0,1200.0
65.5086521548,-151.389616025,2290,Yukon-Koyukuk Census Area,AK,0500000US02290,Columbia Generating Station,1769.0,1200.0
35.3955080611,-109.488828707,4001,Apache County,AZ,0500000US04001,Palo Verde Nuclear Generating Station,237.0,4209.6
31.8796370864,-109.751263137,4003,Cochise County,AZ,0500000US04003,Palo Verde Nuclear Generating Station,209.0,4209.6
35.8386956734,-111.770512718,4005,Coconino County,AZ,0500000US04005,Palo Verde Nuclear Generating Station,180.0,4209.6
33.7997498678,-110.811737097,4007,Gila County,AZ,0500000US04007,Palo Verde Nuclear Generating Station,121.0,4209.6
32.9326627045,-109.887451628,4009,Graham County,AZ,0500000US04009,Palo Verde Nuclear Generating Station,175.0,4209.6
33.2154016682,-109.240355413,4011,Greenlee County,AZ,0500000US04011,Palo Verde Nuclear Generating Station,209.0,4209.6
33.7293704444,-113.981607439,4012,La Paz County,AZ,0500000US04012,Palo Verde Nuclear Generating Station,69.0,4209.6
33.3489778227,-112.491486812,4013,Maricopa County,AZ,0500000US04013,Palo Verde Nuclear Generating Station,22.0,4209.6
35.7040584995,-113.757910618,4015,Mohave County,AZ,0500000US04015,Palo Verde Nuclear Generating Station,168.0,4209.6
35.3995733714,-110.321396004,4017,Navajo County,AZ,0500000US04017,Palo Verde Nuclear Generating Station,201.0,4209.6
32.097399026,-111.789863499,4019,Pima County,AZ,0500000US04019,Palo Verde Nuclear Generating Station,109.0,4209.6
32.9043665122,-111.344739896,4021,Pinal County,AZ,0500000US04021,Palo Verde Nuclear Generating Station,94.0,4209.6
31.525961257,-110.846516905,4023,Santa Cruz County,AZ,0500000US04023,Palo Verde Nuclear Generating Station,174.0,4209.6
34.5998564246,-112.553944833,4025,Yavapai County,AZ,0500000US04025,Palo Verde Nuclear Generating Station,86.0,4209.6
32.7696188927,-113.905618757,4027,Yuma County,AZ,0500000US04027,Palo Verde Nuclear Generating Station,74.0,4209.6
34.2908080523,-91.3749047506,5001,Arkansas County,AR,0500000US05001,Arkansas Nuclear One,127.0,1845.0
33.1912219797,-91.7684475565,5003,Ashley County,AR,0500000US05003,Grand Gulf Nuclear Station,92.0,1440.0
36.2871782318,-92.3369721117,5005,Baxter County,AR,0500000US05005,Arkansas Nuclear One,84.0,1845.0
36.3387382969,-94.2561015344,5007,Benton County,AR,0500000US05007,Arkansas Nuclear One,91.0,1845.0
36.3085986469,-93.0915633723,5009,Boone County,AR,0500000US05009,Arkansas Nuclear One,69.0,1845.0
33.4664224376,-92.1624016443,5011,Bradley County,AR,0500000US05011,Grand Gulf Nuclear Station,120.0,1440.0
33.5580341574,-92.5030441645,5013,Calhoun County,AR,0500000US05013,Arkansas Nuclear One,128.0,1845.0
36.3410829938,-93.5381811083,5015,Carroll County,AR,0500000US05015,Arkansas Nuclear One,73.0,1845.0
33.2672553197,-91.2939728213,5017,Chicot County,AR,0500000US05017,Grand Gulf Nuclear Station,88.0,1440.0
34.0509558643,-93.1763674899,5019,Clark County,AR,0500000US05019,Arkansas Nuclear One,87.0,1845.0
36.3683942057,-90.4173835629,5021,Clay County,AR,0500000US05021,Arkansas Nuclear One,174.0,1845.0
35.5381064958,-92.0267180322,5023,Cleburne County,AR,0500000US05023,Arkansas Nuclear One,70.0,1845.0
33.8983618624,-92.1851454385,5025,Cleveland County,AR,0500000US05025,Arkansas Nuclear One,114.0,1845.0
33.2142871374,-93.227308885,5027,Columbia County,AR,0500000US05027,Arkansas Nuclear One,145.0,1845.0
35.2622207059,-92.7013072101,5029,Conway County,AR,0500000US05029,Arkansas Nuclear One,30.0,1845.0
35.8307887047,-90.632841255,5031,Craighead County,AR,0500000US05031,Arkansas Nuclear One,151.0,1845.0
35.5884840734,-94.2429568096,5033,Crawford County,AR,0500000US05033,Arkansas Nuclear One,60.0,1845.0
35.2079371348,-90.3088719897,5035,Crittenden County,AR,0500000US05035,Arkansas Nuclear One,165.0,1845.0
35.2957261162,-90.771226853,5037,Cross County,AR,0500000US05037,Arkansas Nuclear One,139.0,1845.0
33.9698311293,-92.6544402046,5039,Dallas County,AR,0500000US05039,Arkansas Nuclear One,98.0,1845.0
33.8333331807,-91.2539442656,5041,Desha County,AR,0500000US05041,Grand Gulf Nuclear Station,127.0,1440.0
33.5894557062,-91.720023319,5043,Drew County,AR,0500000US05043,Grand Gulf Nuclear Station,116.0,1440.0
35.1469781265,-92.332041157,5045,Faulkner County,AR,0500000US05045,Arkansas Nuclear One,52.0,1845.0
35.5123637272,-93.8906143781,5047,Franklin County,AR,0500000US05047,Arkansas Nuclear One,39.0,1845.0
36.3816695474,-91.8182352994,5049,Fulton County,AR,0500000US05049,Arkansas Nuclear One,108.0,1845.0
34.5767017575,-93.150399652,5051,Garland County,AR,0500000US05051,Arkansas Nuclear One,51.0,1845.0
34.2900177408,-92.4235830486,5053,Grant County,AR,0500000US05053,Arkansas Nuclear One,84.0,1845.0
36.117697723,-90.5590717273,5055,Greene County,AR,0500000US05055,Arkansas Nuclear One,160.0,1845.0
33.7353045888,-93.6684431539,5057,Hempstead County,AR,0500000US05057,Arkansas Nuclear One,112.0,1845.0
34.3176480082,-92.9460691759,5059,Hot Spring County,AR,0500000US05059,Arkansas Nuclear One,71.0,1845.0
34.0887429323,-93.9934933573,5061,Howard County,AR,0500000US05061,Arkansas Nuclear One,95.0,1845.0
35.7415534129,-91.5697116529,5063,Independence County,AR,0500000US05063,Arkansas Nuclear One,98.0,1845.0
36.0948699143,-91.9134102959,5065,Izard County,AR,0500000US05065,Arkansas Nuclear One,92.0,1845.0
35.5992402368,-91.2145376687,5067,Jackson County,AR,0500000US05067,Arkansas Nuclear One,115.0,1845.0
34.2687844437,-91.9315146225,5069,Jefferson County,AR,0500000US05069,Arkansas Nuclear One,103.0,1845.0
35.5701227411,-93.4598811569,5071,Johnson County,AR,0500000US05071,Arkansas Nuclear One,22.0,1845.0
33.2409810885,-93.6070389924,5073,Lafayette County,AR,0500000US05073,Arkansas Nuclear One,145.0,1845.0
36.0412452465,-91.1070801351,5075,Lawrence County,AR,0500000US05075,Arkansas Nuclear One,130.0,1845.0
34.7806229431,-90.7820673213,5077,Lee County,AR,0500000US05077,Arkansas Nuclear One,144.0,1845.0
33.9574736745,-91.7333211971,5079,Lincoln County,AR,0500000US05079,Arkansas Nuclear One,127.0,1845.0
33.7005398883,-94.2343408793,5081,Little River County,AR,0500000US05081,Arkansas Nuclear One,125.0,1845.0
35.2153385104,-93.7162169926,5083,Logan County,AR,0500000US05083,Arkansas Nuclear One,28.0,1845.0
34.7542368128,-91.8887898981,5085,Lonoke County,AR,0500000US05085,Arkansas Nuclear One,85.0,1845.0
36.0109653302,-93.7245618667,5087,Madison County,AR,0500000US05087,Arkansas Nuclear One,56.0,1845.0
36.2683474959,-92.6842202167,5089,Marion County,AR,0500000US05089,Arkansas Nuclear One,73.0,1845.0
33.3121471783,-93.8915614277,5091,Miller County,AR,0500000US05091,Arkansas Nuclear One,143.0,1845.0
35.7639016515,-90.0541660119,5093,Mississippi County,AR,0500000US05093,Browns Ferry Nuclear Plant,181.0,3567.5
34.6778362856,-91.2038921969,5095,Monroe County,AR,0500000US05095,Arkansas Nuclear One,123.0,1845.0
34.5387970384,-93.6595529416,5097,Montgomery County,AR,0500000US05097,Arkansas Nuclear One,59.0,1845.0
33.6639660687,-93.3071433023,5099,Nevada County,AR,0500000US05099,Arkansas Nuclear One,114.0,1845.0
35.9199743544,-93.2178669264,5101,Newton County,AR,0500000US05101,Arkansas Nuclear One,42.0,1845.0
33.5933550412,-92.8819343531,5103,Ouachita County,AR,0500000US05103,Arkansas Nuclear One,120.0,1845.0
34.9473737476,-92.9314699116,5105,Perry County,AR,0500000US05105,Arkansas Nuclear One,30.0,1845.0
34.42829125,-90.8480221032,5107,Phillips County,AR,0500000US05107,Arkansas Nuclear One,148.0,1845.0
34.1634980417,-93.6563416658,5109,Pike County,AR,0500000US05109,Arkansas Nuclear One,83.0,1845.0
35.5740321244,-90.6629400421,5111,Poinsett County,AR,0500000US05111,Arkansas Nuclear One,146.0,1845.0
34.4858849277,-94.2280604373,5113,Polk County,AR,0500000US05113,Arkansas Nuclear One,80.0,1845.0
35.447636026,-93.0341542751,5115,Pope County,AR,0500000US05115,Arkansas Nuclear One,15.0,1845.0
34.8297827954,-91.5527759528,5117,Prairie County,AR,0500000US05117,Arkansas Nuclear One,101.0,1845.0
34.7699753373,-92.3119257562,5119,Pulaski County,AR,0500000US05119,Arkansas Nuclear One,64.0,1845.0
36.341483312,-91.0277165202,5121,Randolph County,AR,0500000US05121,Arkansas Nuclear One,143.0,1845.0
35.0219948491,-90.7478115543,5123,St. Francis County,AR,0500000US05123,Arkansas Nuclear One,142.0,1845.0
34.6466183905,-92.676575561,5125,Saline County,AR,0500000US05125,Arkansas Nuclear One,56.0,1845.0
34.8607684689,-94.0632792993,5127,Scott County,AR,0500000US05127,Arkansas Nuclear One,56.0,1845.0
35.9109060184,-92.6995245166,5129,Searcy County,AR,0500000US05129,Arkansas Nuclear One,51.0,1845.0
35.1993218755,-94.2741206259,5131,Sebastian County,AR,0500000US05131,Arkansas Nuclear One,59.0,1845.0
33.9972551652,-94.2412727038,5133,Sevier County,AR,0500000US05133,Arkansas Nuclear One,107.0,1845.0
36.1611646374,-91.4798585278,5135,Sharp County,AR,0500000US05135,Arkansas Nuclear One,115.0,1845.0
35.8598655553,-92.1567129536,5137,Stone County,AR,0500000US05137,Arkansas Nuclear One,71.0,1845.0
33.171357538,-92.5972913761,5139,Union County,AR,0500000US05139,Grand Gulf Nuclear Station,121.0,1440.0
35.580655379,-92.5156877897,5141,Van Buren County,AR,0500000US05141,Arkansas Nuclear One,45.0,1845.0
35.9790563044,-94.2155848036,5143,Washington County,AR,0500000US05143,Arkansas Nuclear One,72.0,1845.0
35.2562753346,-91.7455472673,5145,White County,AR,0500000US05145,Arkansas Nuclear One,84.0,1845.0
35.1863303424,-91.2430822004,5147,Woodruff County,AR,0500000US05147,Arkansas Nuclear One,113.0,1845.0
35.0025779761,-93.4112514229,5149,Yell County,AR,0500000US05149,Arkansas Nuclear One,24.0,1845.0
37.6504930265,-121.917998966,6001,Alameda County,CA,0500000US06001,Diablo Canyon Nuclear Power Plant,179.0,2323.0
38.5972506332,-119.82065303,6003,Alpine County,CA,0500000US06003,Diablo Canyon Nuclear Power Plant,241.0,2323.0
38.446389504,-120.651115621,6005,Amador County,CA,0500000US06005,Diablo Canyon Nuclear Power Plant,224.0,2323.0
39.6669293633,-121.600671735,6007,Butte County,CA,0500000US06007,Diablo Canyon Nuclear Power Plant,311.0,2323.0
38.204606803,-120.554132098,6009,Calaveras County,CA,0500000US06009,Diablo Canyon Nuclear Power Plant,207.0,2323.0
39.177573113,-122.237029616,6011,Colusa County,CA,0500000US06011,Diablo Canyon Nuclear Power Plant,284.0,2323.0
37.9233794475,-121.951073113,6013,Contra Costa County,CA,0500000US06013,Diablo Canyon Nuclear Power Plant,197.0,2323.0
41.744942366,-123.957801356,6015,Del Norte County,CA,0500000US06015,Columbia Generating Station,399.0,1200.0
38.7787375794,-120.524649929,6017,El Dorado County,CA,0500000US06017,Diablo Canyon Nuclear Power Plant,247.0,2323.0
36.7581801263,-119.649322632,6019,Fresno County,CA,0500000US06019,Diablo Canyon Nuclear Power Plant,126.0,2323.0
39.5984047698,-122.392206808,6021,Glenn County,CA,0500000US06021,Diablo Canyon Nuclear Power Plant,315.0,2323.0
40.7050090829,-123.915819446,6023,Humboldt County,CA,0500000US06023,Diablo Canyon Nuclear Power Plant,414.0,2323.0
33.0395904342,-115.365336962,6025,Imperial County,CA,0500000US06025,Palo Verde Nuclear Generating Station,147.0,4209.6
36.5111268089,-117.410789686,6027,Inyo County,CA,0500000US06027,Diablo Canyon Nuclear Power Plant,213.0,2323.0
35.3428473738,-118.729900424,6029,Kern County,CA,0500000US06029,Diablo Canyon Nuclear Power Plant,120.0,2323.0
36.0753604529,-119.815502709,6031,Kings County,CA,0500000US06031,Diablo Canyon Nuclear Power Plant,84.0,2323.0
39.0996453445,-122.753183909,6033,Lake County,CA,0500000US06033,Diablo Canyon Nuclear Power Plant,288.0,2323.0
40.6735903894,-120.594332834,6035,Lassen County,CA,0500000US06035,Diablo Canyon Nuclear Power Plant,378.0,2323.0
34.1979978627,-118.26101385,6037,Los Angeles County,CA,0500000US06037,Diablo Canyon Nuclear Power Plant,163.0,2323.0
37.2180440575,-119.762644507,6039,Madera County,CA,0500000US06039,Diablo Canyon Nuclear Power Plant,151.0,2323.0
38.05518334,-122.748858563,6041,Marin County,CA,0500000US06041,Diablo Canyon Nuclear Power Plant,223.0,2323.0
37.5815223099,-119.905517029,6043,Mariposa County,CA,0500000US06043,Diablo Canyon Nuclear Power Plant,172.0,2323.0
39.4336238198,-123.431553907,6045,Mendocino County,CA,0500000US06045,Diablo Canyon Nuclear Power Plant,324.0,2323.0
37.191870471,-120.717688,6047,Merced County,CA,0500000US06047,Diablo Canyon Nuclear Power Plant,137.0,2323.0
41.5898335739,-120.725028959,6049,Modoc County,CA,0500000US06049,Columbia Generating Station,344.0,1200.0
37.938990343,-118.886709262,6051,Mono County,CA,0500000US06051,Diablo Canyon Nuclear Power Plant,218.0,2323.0
36.2397743956,-121.308901554,6053,Monterey County,CA,0500000US06053,Diablo Canyon Nuclear Power Plant,75.0,2323.0
38.5064964441,-122.330538465,6055,Napa County,CA,0500000US06055,Diablo Canyon Nuclear Power Plant,242.0,2323.0
39.301369579,-120.768752113,6057,Nevada County,CA,0500000US06057,Diablo Canyon Nuclear Power Plant,283.0,2323.0
33.6769134328,-117.776142822,6059,Orange County,CA,0500000US06059,Diablo Canyon Nuclear Power Plant,205.0,2323.0
39.0634313879,-120.717645936,6061,Placer County,CA,0500000US06061,Diablo Canyon Nuclear Power Plant,266.0,2323.0
40.0046824769,-120.838597596,6063,Plumas County,CA,0500000US06063,Diablo Canyon Nuclear Power Plant,331.0,2323.0
33.7436800499,-115.993845895,6065,Riverside County,CA,0500000US06065,Palo Verde Nuclear Generating Station,182.0,4209.6
38.4493208547,-121.344253814,6067,Sacramento County,CA,0500000US06067,Diablo Canyon Nuclear Power Plant,225.0,2323.0
36.6057058971,-121.074995529,6069,San Benito County,CA,0500000US06069,Diablo Canyon Nuclear Power Plant,97.0,2323.0
34.8414378315,-116.17846142,6071,San Bernardino County,CA,0500000US06071,Palo Verde Nuclear Generating Station,215.0,4209.6
33.028186394,-116.770204664,6073,San Diego County,CA,0500000US06073,Palo Verde Nuclear Generating Station,227.0,4209.6
37.7597150131,-122.693975573,6075,San Francisco County,CA,0500000US06075,Diablo Canyon Nuclear Power Plant,204.0,2323.0
37.9347459676,-121.271403235,6077,San Joaquin County,CA,0500000US06077,Diablo Canyon Nuclear Power Plant,190.0,2323.0
35.38741848,-120.452196945,6079,San Luis Obispo County,CA,0500000US06079,Diablo Canyon Nuclear Power Plant,26.0,2323.0
37.4362097341,-122.355663195,6081,San Mateo County,CA,0500000US06081,Diablo Canyon Nuclear Power Plant,175.0,2323.0
34.5383440862,-120.030786183,6083,Santa Barbara County,CA,0500000US06083,Diablo Canyon Nuclear Power Plant,66.0,2323.0
37.2324840341,-121.696278854,6085,Santa Clara County,CA,0500000US06085,Diablo Canyon Nuclear Power Plant,147.0,2323.0
37.0216059108,-122.009787403,6087,Santa Cruz County,CA,0500000US06087,Diablo Canyon Nuclear Power Plant,141.0,2323.0
40.7637666014,-122.040521531,6089,Shasta County,CA,0500000US06089,Diablo Canyon Nuclear Power Plant,389.0,2323.0
39.5804001016,-120.515996378,6091,Sierra County,CA,0500000US06091,Diablo Canyon Nuclear Power Plant,302.0,2323.0
41.5926866339,-122.540367763,6093,Siskiyou County,CA,0500000US06093,Columbia Generating Station,373.0,1200.0
38.2669127871,-121.940024418,6095,Solano County,CA,0500000US06095,Diablo Canyon Nuclear Power Plant,219.0,2323.0
38.525292575,-122.922544658,6097,Sonoma County,CA,0500000US06097,Diablo Canyon Nuclear Power Plant,256.0,2323.0
37.5591374435,-120.997682895,6099,Stanislaus County,CA,0500000US06099,Diablo Canyon Nuclear Power Plant,162.0,2323.0
39.0345595213,-121.694849665,6101,Sutter County,CA,0500000US06101,Diablo Canyon Nuclear Power Plant,268.0,2323.0
40.1257361849,-122.233884853,6103,Tehama County,CA,0500000US06103,Diablo Canyon Nuclear Power Plant,348.0,2323.0
